Date,Username,User tag,Content,Mentions,link
"2022-12-11,14:38:24","Poedameron805","#0114","Mate bit late for that one. Already survived a full semester of it XD","",""
"2022-12-11,14:39:01","Poedameron805","#0114","This week is pretty rough. Have to get up pretty early for an exam on Wednesday and then relatively early for 6 hours of work on Friday. But then it’s break!","",""
"2022-12-11,14:41:04","umeshu2002","#3132","wait actually i read that wrong","",""
"2022-12-11,14:41:09","umeshu2002","#3132","you said from 4-9 to 3","",""
"2022-12-11,14:41:22","umeshu2002","#3132","i thought you meant from 3 to 9 or something😂","",""
"2022-12-11,14:52:01","Poedameron805","#0114","OH","",""
"2022-12-11,14:52:04","Poedameron805","#0114","Dude","",""
"2022-12-11,14:52:15","Poedameron805","#0114","How does 9 early classes per week work?","",""
"2022-12-11,14:52:30","Poedameron805","#0114","You wake up soo early you lose an extra 2 days’ worth of sleep XD","",""
"2022-12-11,14:52:34","Poedameron805","#0114","No it’s not that bad","",""
"2022-12-11,14:52:39","Poedameron805","#0114","Thanks for the concern tho lol","",""
"2022-12-11,14:56:35","jacob_m","#5285","I took differential equations at my cc at 7am lol that was fun","",""
"2022-12-11,14:57:40","Poedameron805","#0114","Ouuuch","",""
"2022-12-11,15:48:07","Hydro Homie","#1547","Dude, I have an 8am class every day of the week next semester, not by choice, but because 2 classes I want/need to take don’t have *any* sessions after 8am","Spoooky#6969",""
"2022-12-11,15:48:51","Hydro Homie","#1547","Me and my friend are taking the same classes basically and have made a pact to wake one another up if we don’t both meet for breakfast at 7:30am","",""
"2022-12-11,15:49:45","AwakenMyBustas","#1748","ty","Lyssa#7932",""
"2022-12-11,15:51:25","Spoooky","#6969","Praying 4 u","",""
"2022-12-11,16:10:20","EmberToInferno","#0606","devils advocate its really not that hard bruh","",""
"2022-12-11,16:10:23","EmberToInferno","#0606","just sleep enough","",""
"2022-12-11,16:28:57","Lyssa","#7932","I have a class that starts at 745 so it could be worse","Hydro Homie#1547",""
"2022-12-11,16:30:13","Hydro Homie","#1547","fair enough","",""
"2022-12-11,18:38:09","LJ","#9206","What class?","Spoooky#6969",""
"2022-12-11,18:43:58","Spoooky","#6969","ACCTG 230 with Richard Barnes","",""
"2022-12-11,18:55:15","LJ","#9206","i have that same class but at 1:10pm 🙂","",""
"2022-12-11,18:55:21","LJ","#9206","mwf","",""
"2022-12-11,19:09:55","CyanideCarrot","#3879","had to come up with a fictional name for a professor who wants to challenge a law in court for my assignment tonight, i think i did good here","","https://cdn.discordapp.com/attachments/720774832870129774/1051697383387430922/Screen_Shot_2022-12-11_at_7.09.14PM.png"
"2022-12-11,19:12:05","LJ","#9206","very nice","",""
"2022-12-11,19:17:15","Rockergage","#5879","Funny enough this is the combination of two famous architect names, I.M. Pei and Frank Lloyd Wright","CyanideCarrot#3879",""
"2022-12-11,19:28:01","Spoooky","#6969","Well now I know who to ask for notes if I ever miss class 😋","",""
"2022-12-11,20:10:21","Poedameron805","#0114","that's great XD","CyanideCarrot#3879",""
"2022-12-11,21:40:50","Poedameron805","#0114","https://tenor.com/view/school-chemistry-chem-class-gif-20791939","",""
"2022-12-11,21:40:54","Poedameron805","#0114","It ends tomorrow","",""
"2022-12-11,21:41:12","Poedameron805","#0114","My fourth time taking chemistry","",""
"2022-12-11,21:41:22","Poedameron805","#0114","I better get an A in the class or I’ll be annoyed","",""
"2022-12-11,21:42:51","Capybap","#2340","4th wtf","",""
"2022-12-11,21:43:09","Capybap","#2340","i will get a B+ if i get 14% on the exam","",""
"2022-12-11,21:45:50","Poedameron805","#0114","Lol","",""
"2022-12-11,21:46:04","Poedameron805","#0114","So if you get a 20% ish you get an A?","",""
"2022-12-11,21:46:24","Poedameron805","#0114","Not going to lie I don’t trust the spreadsheet that much. Especially since my TA *still* hasn’t graded 2 of the labs","",""
"2022-12-11,21:48:58","Capybap","#2340","nah i need like 84 according to the spreadsheet, but i don't think it takes into account the 2 lab extra credit","",""
"2022-12-11,21:49:23","Capybap","#2340","I'm not at all prepared for the test tbh","",""
"2022-12-11,21:49:39","Capybap","#2340","but it's all multiple choice so whatever (I'm going to do horrible still)","",""
"2022-12-11,22:37:16","LJ","#9206","<@704223188397326396> you should probably join the Carson college of business discord","Spoooky#6969",""
"2022-12-11,22:37:27","LJ","#9206","you can find it in the hub","",""
"2022-12-11,22:44:41","Spoooky","#6969","I should join the hub","",""
"2022-12-12,06:05:16","jacob_m","#5285","the fact that <@704223188397326396> s discord name has one more o than his Discougs name bothers me more than it should","Spoooky#6969",""
"2022-12-12,09:12:24","LJ","#9206","","","https://cdn.discordapp.com/attachments/720774832870129774/1051909401377788014/IMG_4320.png"
"2022-12-12,09:12:26","LJ","#9206","From my email","",""
"2022-12-12,09:12:33","LJ","#9206","“N A M E”","",""
"2022-12-12,09:13:22","Rockergage","#5879","[Name] please send us your information if you’d like this high paying, very low hours, work from home job associated with [University Name]!","",""
"2022-12-12,09:14:30","LJ","#9206","funny enough this one came from the university","",""
"2022-12-12,09:14:41","LJ","#9206","it’s all the same after all….","",""
"2022-12-12,09:22:21","Spoooky","#6969","No other spookys worked with my #6969","jacob_m#5285",""
"2022-12-12,12:32:35","Poedameron805","#0114","It probably doesn't take into account that EC.","Capybap#2340",""
"2022-12-12,12:32:48","Poedameron805","#0114","I'm counting on the only 1 extra lab I could do before I got sick","",""
"2022-12-12,12:33:03","Poedameron805","#0114","And the syllabus being correct in saying that 900 points is an A in the class","",""
"2022-12-12,12:36:23","Capybap","#2340","Yeah it doesn't take into account in lecture activities or the lab EC, i checked","",""
"2022-12-12,12:39:42","Poedameron805","#0114","I don’t know if you get extra credit for attending more than the required lecture activities","",""
"2022-12-12,14:21:30","West_In_Pieces","#2320","my advisor has emailed me multiple times with completely wrong name (except first character)","LJ#9206",""
"2022-12-12,14:34:12","Capybap","#2340","One final down, two to go 😎","",""
"2022-12-12,14:49:09","Poedameron805","#0114","Nice","",""
"2022-12-12,15:38:02","Poedameron805","#0114","I just hope chem goes ok. It's the last thing between me and not caring about school for the next month or so","",""
"2022-12-12,15:57:03","Kacey","#5683","My advisor has known me personally for 3 semesters and still cant spell my name right","West_In_Pieces#2320",""
"2022-12-12,15:57:13","Kacey","#5683","Like its literally in my email signature","",""
"2022-12-12,15:57:31","Kacey","#5683","Big pet peeve of mine when you cant even take the time to spell my name right","",""
"2022-12-12,16:01:08","Spoooky","#6969","And I'm in here using my phones auto correct and grammer for discord messages 💀","",""
"2022-12-12,16:06:45","Poedameron805","#0114","https://tenor.com/view/ironic-star-wars-chode-gif-5274592","Spoooky#6969",""
"2022-12-12,16:51:59","CyanideCarrot","#3879","a class i took a couple years ago would have you fail the assignment if you spelled a name wrong, and the instructions would give the wrong name intentionally sometimes so you'd have to look it up to be sure","",""
"2022-12-12,16:53:32","Poedameron805","#0114","That's good training, though annoying for sure.","",""
"2022-12-12,16:53:37","Poedameron805","#0114","I would assume","",""
"2022-12-12,16:54:11","CyanideCarrot","#3879","it was pretty annoying and i did get slapped with it once, but there's so many assignments i was ok","",""
"2022-12-12,17:26:46","Eugene","#4180","<@106542160102322176> that was my post on the wsu '25 story, I'm dealing with mse 201 and math 220 and 273. I'm not sure if I even really wanna try moving them around tbh, mse is generally a cakewalk and I think I'll be able to study preemptively for 220 and 273 to a level I think I'll be satisfied with. mse runs 1030-12, 220 runs 130-330, and a calc runs 730-930 which is a solid spread. It'll be a long but doable day and I really don't wanna get up early Friday for an exam lol.","Kacey#5683",""
"2022-11-01,14:30:31","(ed)ibilities","#4334","La Casa Lopez","",""
"2022-11-01,14:30:49","(ed)ibilities","#4334","Tapped","",""
"2022-11-01,14:31:15","(ed)ibilities","#4334","Breakfast Club","",""
"2022-11-01,14:34:17","jacob_m","#5285","Paradise grill and cafe Moscow bagel and deli Mad Greek","",""
"2022-11-01,14:34:58","Josh","#2358","paradise grill and cafe has *very* good smoothies","",""
"2022-11-01,14:37:42","jacob_m","#5285","Like the best smoothies","",""
"2022-11-01,14:44:41","Kitty Pride","#2289","I figured it out. They're all season tires","jacob_m#5285",""
"2022-11-01,14:45:03","Kitty Pride","#2289","I guess that's a perk of owning a sport SUV","",""
"2022-11-01,14:50:16","Rockergage","#5879","My home kitchen.","Capybap#2340",""
"2022-11-01,14:50:26","Capybap","#2340","you live in seattle","",""
"2022-11-01,14:52:41","Tipster","#8489","> Places to eat: > Birch & Barley (American, Cajun) > South Fork (American) > Porchlight Pizza (Pizza) > Phi Kuns (Thai) > Nayarit (Meixcan) > Old European (Breakfast, my favorite place around) > Karma (Moscow, Indian) > La Casa Lopez (Moscow, Mexican) > Breakfast Club (Moscow, Breakfast, another big favorite of folks around here). > Lumberyard (Greek, Hawaiian, American, soon Mexican) > Slice Taphouse (Pizza) > Suchada's (Moscow, Thai) > LocoGrinz (Moscow, Hawaiian)","",""
"2022-11-01,14:53:02","Tipster","#8489","Oh snap, and LocoGrinz in moscow, adding that","",""
"2022-11-01,14:53:55","Capybap","#2340","locogrinz is great","",""
"2022-11-01,14:54:02","Capybap","#2340","is karma good tho?","",""
"2022-11-01,14:54:11","Tipster","#8489","Long time favorite of mine. We used to have it here in Pullman. 😦","Capybap#2340",""
"2022-11-01,14:54:15","Tipster","#8489","Very.","Capybap#2340",""
"2022-11-01,14:54:56","irish","#6623","the speed limit or less and just dont press the breaks hard along with using low gears, then snow driving is ezpz","Rockergage#5879",""
"2022-11-01,14:56:16","jacob_m","#5285","IMUA Hawaiian in Lewiston is superior","",""
"2022-11-01,14:56:55","Tipster","#8489","Ain't no restaurant I like enough to drive 45 minutes.","",""
"2022-11-01,14:59:36","Welcomer","#1062","<@185220231382171648> joined. Welcome to <:wsu:720787708133376032> **DisCougs**! Feel free to pick roles from <#720784881432395808> and check out upcoming events in <#772962285307035648> or <#720802286993145966>","Unknown025#2201","https://cdn.discordapp.com/attachments/720774572814893139/1037123774648176670/WelcomeMsg-QVECVR3.webp"
"2022-11-01,14:59:46","beepbop","#9164","Welcome!","",""
"2022-11-01,15:00:01","Unknown025","#2201","Thanks!","",""
"2022-11-01,15:18:19","Rockergage","#5879","I can mail you some frozen soup","Capybap#2340",""
"2022-11-01,15:30:54","AlphaVied","#4896","My bmw wasn’t good even at 55mph in the rain you twat","Rockergage#5879",""
"2022-11-01,15:30:57","AlphaVied","#4896","Didn’t even mention speed","",""
"2022-11-01,15:31:32","AwakenMyBustas","#1748","Mid af","Capybap#2340",""
"2022-11-01,15:31:44","AlphaVied","#4896","It was fine but didn’t feel as planted because RWD and front engine. When the rear loses traction. It’s very hard regain","",""
"2022-11-01,15:32:01","AlphaVied","#4896","New car never slips as long as long as I tap the gas","",""
"2022-11-01,15:32:02","Capybap","#2340","i hate rwd in snow it's scary af","",""
"2022-11-01,15:32:18","AlphaVied","#4896","Yuh I’m talking about heavy rain / flooded roads rn","",""
"2022-11-01,15:32:34","EmberToInferno","#0606","https://tenor.com/view/heavy-rain-shaun-gaming-gif-21533780","",""
"2022-11-01,15:32:55","AlphaVied","#4896","New car is still RWD but has most of the weight in the back, so I just tap the gas and it’s a million times more planted","",""
"2022-11-01,15:33:05","AlphaVied","#4896","I drove this on a flooded interstate and never hydroplaned","",""
"2022-11-01,15:33:08","Capybap","#2340","SHAUUN  SHAAAUN SHAUN","EmberToInferno#0606",""
"2022-11-01,15:33:24","AlphaVied","#4896","BMW hydroplaned at 50mph on Moscow pullman highway <:sadge:851332343721361448>","",""
"2022-11-01,15:33:24","EmberToInferno","#0606","looking at what i gotta take next sem","",""
"2022-11-01,15:33:26","EmberToInferno","#0606","shits gonna be assssssssss","",""
"2022-11-01,15:34:05","Capybap","#2340","I'm taking chem, physics, and bio 😔","",""
"2022-11-01,15:38:47","Rockergage","#5879","Guess it’s a skill issue then.","AlphaVied#4896",""
"2022-11-01,15:49:18","AlphaVied","#4896","Yeah I’m a terrible driver","",""
"2022-11-01,16:09:53","BlueKodiak","#6128","Oh yeah you probably have 355/317 up next right?","EmberToInferno#0606",""
"2022-11-01,16:09:57","BlueKodiak","#6128","That's a hard semester","",""
"2022-11-01,16:10:14","EmberToInferno","#0606","i got 317 rn","",""
"2022-11-01,16:10:15","EmberToInferno","#0606","","","https://cdn.discordapp.com/attachments/720774572814893139/1037141555154276402/unknown.png"
"2022-11-01,16:10:26","EmberToInferno","#0606","thaats next","",""
"2022-11-01,16:10:26","EmberToInferno","#0606","^","",""
"2022-11-01,16:10:53","EmberToInferno","#0606","could add 350 but nah fuck that 17 creds nty","",""
"2022-11-01,16:15:46","beepbop","#9164","302 and 322 should be fairly chill","",""
"2022-11-01,16:22:56","BlueKodiak","#6128","That's pretty solid","",""
"2022-11-01,16:23:15","BlueKodiak","#6128","360 is the hardest class for cs students","",""
"2022-11-01,16:23:22","BlueKodiak","#6128","But 302 and 322 are easy af","",""
"2022-11-01,16:24:02","Tipster","#8489","And the last 30 minutes of it are the most stressful moments of your college career.","BlueKodiak#6128",""
"2022-11-01,16:24:39","BlueKodiak","#6128","<:stressedpepe:735028916674101289>","",""
"2022-11-01,16:25:08","BlueKodiak","#6128","Level 1 is due next Thurs","",""
"2022-11-01,16:25:38","Tipster","#8489","That place is the trenches of nam man. Watch grown men come out of his office nearly crying, others shaking. My project buddy collapsed to his knees in the office because he froze up, haha.","",""
"2022-11-01,16:34:07","Rockergage","#5879","Maybe you nerds need more life crippling presentations in front of your peers and mentors, we have atleast 2 a year often many many more.","",""
"2022-11-01,16:34:13","EmberToInferno","#0606","yeah i took those easier classes just to make room for 360","",""
"2022-11-01,16:34:19","EmberToInferno","#0606","this sem was already pretty ass","",""
"2022-11-01,16:34:24","EmberToInferno","#0606","why tf i gotta take 202","",""
"2022-11-01,16:38:44","Tipster","#8489","I get enough of these with the CIO now, thanks. I never wanted this. <:butwhy:735026452902182982>","Rockergage#5879",""
"2022-11-01,16:39:18","Tipster","#8489","Question for the CS 360 folks. Does your lab still only use floppies?","",""
"2022-11-01,16:39:42","Tipster","#8489","Because we literally had to buy a floppy disk for that lab to run our code, haha","",""
"2022-11-01,16:40:17","LJ","#9206","https://tenor.com/view/old-man-grandpa-gif-15302685","",""
"2022-11-01,16:40:31","LJ","#9206","tipster and his floppy disks","",""
"2022-11-01,16:40:58","Tipster","#8489","Hey man I didn't choose that path. It was literally the junk old computers they had in there. No USB ports or anything, just floppy drives, haha","",""
"2022-11-01,16:41:03","Tipster","#8489","Unreal stuff.","",""
"2022-11-01,16:41:10","LJ","#9206","i've never even seen a floppy disk i'll be honest","",""
"2022-11-01,16:42:49","Tipster","#8489","https://tenor.com/view/biden-gif-21350747","",""
"2022-11-01,16:44:32","Tipster","#8489","I grew up on those man. 😦","",""
"2022-11-01,16:45:17","LJ","#9206","my lifetime it has been harddrives, solid state drives, m.2*","",""
"2022-11-01,16:45:40","Rockergage","#5879","I’ve seen a few floppy disks, even used to use a IDE Hard drive before Sata","",""
"2022-11-01,16:46:30","Tipster","#8489","Ugh I'm even starting to sound old to myself. I grew up before the internet was even regularly available for home use.","",""
"2022-11-01,16:46:32","Rockergage","#5879","I don’t think I’ve ever burned a CD though.","",""
"2022-11-01,16:46:49","Rockergage","#5879","I’ve ripped them but never burned.","",""
"2022-11-01,16:48:13","Tipster","#8489","I don't like this conversation, haha","",""
"2022-11-01,16:48:33","Capybap","#2340","what's a CD?","",""
"2022-11-01,16:48:45","Tipster","#8489","https://tenor.com/view/glare-scowl-annoyed-ron-swanson-parks-and-rec-gif-4601682","",""
"2022-11-01,16:49:10","LJ","#9206","CD? you mean youtube that i stream off of my phone?","",""
"2022-11-01,16:49:11","LJ","#9206","itunes?","",""
"2022-11-01,16:49:24","Capybap","#2340","i think CD means certified dingus","",""
"2022-11-01,16:49:26","LJ","#9206","""i just download my music""","",""
"2022-11-01,16:50:09","Tipster","#8489","Man I *wish* I could still download my music so easily. That entire industry is basically streaming now.","",""
"2022-11-01,16:50:09","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1037151595378515969/image0.jpg"
"2022-11-01,16:50:19","Capybap","#2340","tipster just pirate","",""
"2022-11-01,16:50:27","Capybap","#2340","https://tenor.com/view/pirate-catjam-cat-pirate-catjam-pirate-cat-gif-21905878","",""
"2022-11-01,16:50:27","Tipster","#8489","I don't have a solid music torrent site I trust.","",""
"2022-11-01,16:50:45","Tipster","#8489","The private site I'm on sucks for music.","",""
"2022-11-01,16:52:21","Tipster","#8489","And how dare you speak to me like I wasn't there when napster, then kazaa, and then limewire existed.","",""
"2022-11-01,16:52:40","Tipster","#8489","https://tenor.com/view/aslan-do-not-cite-the-ancient-magic-to-me-witch-i-was-there-when-it-was-written-narnia-the-chronicles-of-narnia-gif-13149002","",""
"2022-11-01,16:58:31","Rockergage","#5879","Just stream, it’s easier and some let you download","",""
"2022-11-01,17:00:46","Tipster","#8489","I like to support the artists I like since they get jack-all from the streaming sites.","",""
"2022-11-01,17:01:03","Capybap","#2340","""just stream""","",""
"2022-11-01,17:01:04","Tipster","#8489","But to my frustration many of them don't seem to offer their music anywhere except through amazon anymore. =/","",""
"2022-11-01,17:01:18","Capybap","#2340","pirate>streaming B)","",""
"2022-11-01,17:04:17","Tipster","#8489","Due to unforeseen circumstances, Pullman Transit is canceling the Downtown Route as of 4:30 p.m. for the rest of the evening. Riders can take other buses that share bus stops with the Downtown Route, such as Blue Route or Loop Route. We apologize for any inconvenience, but if you need to make new plans, visit the routes & schedules page to get started:https://bit.ly/3P3CMXl","",""
"2022-11-01,17:04:20","Tipster","#8489","Heads up.","",""
"2022-11-01,17:18:12","5am","#2284","The cold November rain turned out to be snow","",""
"2022-11-01,17:22:36","beepbop","#9164","I'm not jealous of pullman weather lol","",""
"2022-11-01,17:27:13","nova.","#0959","i've slept 90% of today","",""
"2022-11-01,17:27:16","nova.","#0959","and i wake up to snow","",""
"2022-11-01,17:53:38","Gilgamesh the second","#9213","I love this","",""
"2022-11-01,17:53:41","Gilgamesh the second","#9213","Weather","",""
"2022-11-01,17:54:23","LJ","#9206","I walked through it to campus listening to Last Christmas by Wham","",""
"2022-11-01,17:54:33","LJ","#9206","CHRISTMAS IS HERE BABY. CHRISTMAS SZN","",""
"2022-11-01,17:55:08","Airbound","#7852","https://tenor.com/view/can-you-believe-guys-christmas-one-week-until-christmas-im-so-thriled-about-this-information-christmas-christmas-meme-gif-24202287","",""
"2022-11-01,18:05:16","Rockergage","#5879","Guys we’re only 126 days away from St Patrick’s day, is it too early to get publically intoxicated and harass women to kiss me cause I’m Irish?","",""
"2022-11-01,18:06:25","Hydro Homie","#1547","Too early? The fuck?","",""
"2022-11-01,18:06:31","Hydro Homie","#1547","You’re late to the party","",""
"2022-11-01,18:14:36","5am","#2284","Same","nova.#0959",""
"2022-11-01,18:14:38","Lewa","#5102","Spent st patty’s day in Ireland a few years back, that was fun","",""
"2022-11-01,18:40:45","Poedameron805","#0114","For it, surely, as much as possible. Though, as others have noted, the fuzzy border between feasible and unsafe is approaching quickly...","Gilgamesh the second#9213",""
"2022-11-01,18:59:51","woooowoooo","#1755","","","https://cdn.discordapp.com/attachments/720774572814893139/1037184235208974426/20221101_180538.jpg"
"2022-11-01,19:00:00","woooowoooo","#1755","IT'S ONLY BEEN A DAY","",""
"2022-11-01,19:00:15","woooowoooo","#1755","","","https://cdn.discordapp.com/attachments/720774572814893139/1037184335775797338/20221101_180448.jpg"
"2022-11-01,19:10:37","EmberToInferno","#0606","good","",""
"2022-11-01,19:10:52","EmberToInferno","#0606","im prretty sure i saw candy canes there like a week ago","",""
"2022-11-01,19:15:31","beepbop","#9164","Those are okay","",""
"2022-11-01,19:26:46","Bassettt","#5590","This is how I’ll be greeted in hell","woooowoooo#1755",""
"2022-11-01,19:27:52","woooowoooo","#1755","oh and fittingly it's snowing rn","",""
"2022-11-01,19:28:03","woooowoooo","#1755","like actual stay-on-the-ground snow","",""
"2022-11-01,19:30:20","woooowoooo","#1755","It's honestly an insane deal","",""
"2022-11-01,19:30:45","woooowoooo","#1755","I was able to feed a whole club with that deal","",""
"2022-11-01,19:30:57","woooowoooo","#1755","everyone got 8 mints","",""
"2022-11-01,19:47:42","Kitty Pride","#2289","It's snowing for sure and I ran my mouth off too soon about wanting this... I'm actually cold for once in my life","",""
"2022-11-01,19:48:26","RoswellValentine","#5001","brb off to bury myself in my stash of yarn and scarves","",""
"2022-11-01,19:49:24","Kitty Pride","#2289","If I actually knew how to crochet properly I'd be making scarves","",""
"2022-11-01,19:50:16","RoswellValentine","#5001","i prefer knitting to crochet for most things","",""
"2022-11-01,19:50:33","Kitty Pride","#2289","Yeah I can't do either","",""
"2022-11-01,19:50:39","Kitty Pride","#2289","I can play bass guitar though","",""
"2022-11-01,19:55:42","Bassettt","#5590","I'm saying it because I hate mint lmao","woooowoooo#1755",""
"2022-11-01,19:56:15","woooowoooo","#1755","'tis the season","",""
"2022-11-01,19:56:46","woooowoooo","#1755","out of curiosity do you use non-mint-flavored toothpaste","",""
"2022-11-01,19:59:31","Bassettt","#5590","yes","",""
"2022-11-01,19:59:42","EmberToInferno","#0606","yes","",""
"2022-11-01,19:59:45","EmberToInferno","#0606","mint flavour sucks","",""
"2022-11-01,20:20:40","Rockergage","#5879","I’m planning to make twinkies for my thanksgiving party at work and was going to make candy cane flavored twinkies","",""
"2022-11-01,20:21:59","Kitty Pride","#2289","I'd honestly try that. It actually sounds pretty good","",""
"2022-11-01,20:22:44","Rockergage","#5879","I also bought a couple lbs of dehydrated cheddar cheese powder","",""
"2022-11-01,20:23:20","Kitty Pride","#2289","You could make cheddar popcorn with that","",""
"2022-11-01,20:23:56","Rockergage","#5879","I was thinking of Wings or a fried chicken","",""
"2022-11-01,20:24:02","Kitty Pride","#2289","Also if we want to get something shipped from say best buy. What res hall address do we use?","",""
"2022-11-01,20:25:01","Rockergage","#5879","If you look up on the res life there is an address for mailing, sometimes there is a difference between providers","",""
"2022-11-01,20:28:26","Kitty Pride","#2289","I didn't see an option for PO boxes on best buy","",""
"2022-11-01,20:28:45","Rockergage","#5879","Just put the PO Box as the secondary address","",""
"2022-11-01,20:28:49","Rockergage","#5879","Or primary one","",""
"2022-11-01,20:29:39","Rockergage","#5879","I also don’t think you have a PO Box in the dorms","",""
"2022-11-01,20:31:11","RoswellValentine","#5001","if your dorm lists one address for ""letters and packages"" and one for FedEx/UPS, use the FedEx/UPS one","",""
"2022-11-01,20:54:26","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1037213071250313317/FggiLaxVEAEOEfH.jpg"
"2022-11-01,21:02:36","Dogger","#5605","It looks like silent hill outside","","https://cdn.discordapp.com/attachments/720774572814893139/1037215126471843840/PXL_20221102_040054902.MP.jpg"
"2022-11-01,21:04:39","RoswellValentine","#5001","https://tenor.com/view/silent-silenthill-hill-welcome-welcometosilenthill-gif-20906461","",""
"2022-11-01,21:04:58","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1037215719919722566/PXL_20221102_040438285.MP.jpg"
"2022-11-01,21:18:40","Kitty Pride","#2289","not the dorms, but Amazon packages go to the service desk","Rockergage#5879",""
"2022-11-01,21:35:16","nova.","#0959","i called my mother today fellas","","https://cdn.discordapp.com/attachments/720774572814893139/1037223347781644288/IMG_0532.png"
"2022-11-01,21:35:34","Rockergage","#5879","Cringe","nova.#0959",""
"2022-11-01,21:35:41","Rockergage","#5879","I just avoid talking to anyone.","",""
"2022-11-01,21:35:49","nova.","#0959","i blocked the number out just for you gage 💜","",""
"2022-11-01,21:36:14","Rockergage","#5879","I could edit the photo to get the number.","",""
"2022-11-01,21:36:20","nova.","#0959","it's 1-800-URALONE","",""
"2022-11-01,21:36:35","Dogger","#5605","Gage stop being on the prowl for milfs","",""
"2022-11-01,21:36:39","Dogger","#5605","This is egregious","",""
"2022-11-01,21:36:44","nova.","#0959","fixed it so it fits","",""
"2022-11-01,21:36:50","Rockergage","#5879","I’m not lonely I have my AI to talk to me","",""
"2022-11-01,21:36:59","nova.","#0959","sounds lonely to me","",""
"2022-11-01,21:37:02","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1037223792751165520/tumblr_7f64387ad7bdbb59b5b1328bdda8ce85_023568e2_540.jpg"
"2022-11-01,21:37:19","nova.","#0959","my mom is not a milf. pls don't call her that. novas mom does not have it goin on","",""
"2022-11-01,21:37:19","Rockergage","#5879","I didn’t bring up sleeping with her, Nova did.","Dogger#5605",""
"2022-11-01,21:37:42","Dogger","#5605","It's an insult, Gage's evil powers infected and objectified your mom","nova.#0959",""
"2022-11-01,21:37:48","nova.","#0959","","Rockergage#5879","https://cdn.discordapp.com/attachments/720774572814893139/1037223983495516270/IMG_0533.png"
"2022-11-01,21:37:54","Rockergage","#5879","Evil powers","",""
"2022-11-01,21:38:38","nova.","#0959","","","https://cdn.discordapp.com/attachments/720774572814893139/1037224194636791848/IMG_0535.png"
"2022-11-01,21:38:43","Rockergage","#5879","Only 1 of those involves intercourse and mother, most of them was trying to social engineer you to steal your credit card information","nova.#0959",""
"2022-11-01,21:39:04","nova.","#0959","this is true","",""
"2022-11-01,21:39:10","nova.","#0959","im trying to find more evidence","",""
"2022-11-01,21:39:37","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1037224440439787570/Fgefy5cWYAMmCNT.jpg"
"2022-11-01,21:39:46","AlphaVied","#4896","Just drove in the slush on summer fronts and all season rears and honestly it was fine","",""
"2022-11-01,21:39:53","Rockergage","#5879","","","https://cdn.discordapp.com/attachments/720774572814893139/1037224508572061707/IMG_3160.png"
"2022-11-01,21:39:55","nova.","#0959","","","https://cdn.discordapp.com/attachments/720774572814893139/1037224517803712522/IMG_0536.png"
"2022-11-01,21:40:34","nova.","#0959","gage quotes ftw","",""
"2022-11-01,21:40:36","Rockergage","#5879","Again only 1 of those was with a mother.","",""
"2022-11-01,21:40:53","Rockergage","#5879","Most involved saying to go fuck myself in a different way.","",""
"2022-11-01,21:41:27","nova.","#0959","i just like looking these up","",""
"2022-11-01,21:41:28","nova.","#0959","it's funny","",""
"2022-11-01,21:42:00","nova.","#0959","oh god there's 4 pages of you saying the word sex","",""
"2022-11-01,21:42:10","Rockergage","#5879","I’m disappointed there isn’t more.","",""
"2022-11-01,21:42:20","nova.","#0959","there's 87 results","",""
"2022-11-01,21:42:26","nova.","#0959","im not screenshotting all that","",""
"2022-11-01,21:42:30","Rockergage","#5879","I have way more in my fanfiction.","",""
"2022-11-01,21:42:39","nova.","#0959","i have less than a page of saying that word","",""
"2022-11-01,21:42:39","nova.","#0959","lmao","",""
"2022-11-01,21:43:20","Rockergage","#5879","What word?","nova.#0959",""
"2022-11-01,21:43:37","nova.","#0959","then again, it's all relative. you've been in this server nine more months than me, and i was active three months after joining","",""
"2022-11-01,21:43:52","nova.","#0959","the word that you never have in the first place","Rockergage#5879",""
"2022-11-01,21:44:20","Rockergage","#5879","I also haven’t deleted any messages other than to troll mods","",""
"2022-11-01,21:44:26","Rockergage","#5879","Peanut allergy?","nova.#0959",""
"2022-11-01,21:44:45","nova.","#0959","i have 7 pages of the word ""fuck"", you have 9","",""
"2022-11-01,21:44:55","nova.","#0959","187 results : 210 results","",""
"2022-11-01,21:45:04","Rockergage","#5879","I find people who use curse words of having a limited vocabulary.","",""
"2022-11-01,21:45:19","Rockergage","#5879","Plus I prefer to call people a cunt.","",""
"2022-11-01,21:46:08","nova.","#0959","sky loves saying that to me in stores","",""
"2022-11-01,21:46:27","nova.","#0959","not the word cunt, the thing about people swearing having a limited vocabulary","",""
"2022-11-01,21:47:25","Rockergage","#5879","Just call him a dim wit whose genealogy is closer to a Neanderthal than to a homosapian","",""
"2022-11-01,21:48:06","nova.","#0959","...thank you for that","",""
"2022-11-01,21:49:46","Rockergage","#5879","Or just refer to his dick size being measured in millimeters.","",""
